0.550000	0.045000
0.551000	0.047000
0.552000	0.051000
0.553000	0.056000
0.554000	0.062000
0.555000	0.065000
0.556000	0.066000
0.557000	0.068000
0.558000	0.073000
0.559000	0.076000
0.560000	0.079000
0.561000	0.088000
0.562000	0.092000
0.563000	0.100000
0.564000	0.109000
0.565000	0.116000
0.566000	0.122000
0.567000	0.139000
0.568000	0.142000
0.569000	0.153000
0.570000	0.164000
0.571000	0.175000
0.572000	0.188000
0.573000	0.207000
0.574000	0.219000
0.575000	0.230000
0.576000	0.241000
0.577000	0.253000
0.578000	0.267000
0.579000	0.277000
0.580000	0.294000
0.581000	0.307000
0.582000	0.323000
0.583000	0.343000
0.584000	0.360000
0.585000	0.375000
0.586000	0.398000
0.587000	0.417000
0.588000	0.429000
0.589000	0.446000
0.589999	0.467000
0.590999	0.485000
0.591999	0.506000
0.592999	0.526000
0.593999	0.544000
0.594999	0.561000
0.595999	0.576000
0.596999	0.598000
0.597999	0.616000
0.598999	0.627000
0.599999	0.637000
0.600999	0.659000
0.601999	0.670000
0.602999	0.686000
0.603999	0.697000
0.604999	0.720000
0.605999	0.733000
0.606999	0.746000
0.607999	0.758000
0.608999	0.779000
0.609999	0.789000
0.610999	0.803000
0.611999	0.813000
0.612999	0.826000
0.613999	0.831000
0.614999	0.841000
0.615999	0.850000
0.616999	0.863000
0.617999	0.870000
0.618999	0.878000
0.619999	0.887000
0.620999	0.895000
0.621999	0.904000
0.622999	0.911000
0.623999	0.921000
0.624999	0.929000
0.625999	0.935000
0.626999	0.940000
0.627999	0.946000
0.628999	0.954000
0.629999	0.956000
0.630999	0.959000
0.631999	0.959000
0.632999	0.961000
0.633999	0.964000
0.634999	0.968000
0.635999	0.972000
0.636999	0.977000
0.637999	0.980000
0.638999	0.986000
0.639999	0.987000
0.640999	0.989000
0.641999	0.989000
0.642999	0.990000
0.643999	0.991000
0.644999	0.994000
0.645999	0.994000
0.646999	0.994000
0.647999	0.994000
0.648999	0.995000
0.649999	0.995000
