0.300000	33 39 55 38 44 27 31 30 37 46 
0.301000	26 36 29 34 37 61 43 45 39 29 
0.302000	30 37 33 37 35 31 37 30 34 25 
0.303000	45 42 38 28 29 39 38 35 50 32 
0.304000	34 25 31 26 49 32 39 58 36 35 
0.305000	34 33 33 31 35 34 32 33 24 34 
0.306000	37 43 36 50 31 51 36 30 41 28 
0.307000	36 31 30 40 25 38 46 36 34 36 
0.308000	32 48 39 59 39 30 33 37 27 37 
0.309000	43 39 23 51 37 38 42 30 40 33 
0.310000	37 45 33 26 35 37 37 61 34 52 
0.311000	43 41 41 38 42 33 38 43 38 38 
0.312000	34 25 31 47 34 29 38 39 47 41 
0.313000	25 32 36 53 34 28 23 36 48 57 
0.314000	27 36 40 50 53 36 58 38 36 48 
0.315000	44 42 44 33 40 36 46 35 27 29 
0.316000	32 31 36 42 28 35 32 41 46 47 
0.317000	31 25 44 37 42 34 46 45 33 41 
0.318000	33 39 32 29 37 42 35 42 40 63 
0.319000	44 36 43 39 43 34 47 41 32 28 
0.320000	30 32 23 37 37 35 39 36 45 45 
0.321000	38 28 41 35 31 32 30 30 34 54 
0.322000	34 44 34 38 33 63 38 33 33 35 
0.323000	36 43 34 27 35 49 47 38 51 37 
0.324000	37 27 46 32 29 40 30 57 34 35 
0.325000	41 30 39 36 46 39 49 37 72 40 
0.326000	32 32 38 43 41 41 34 44 38 60 
0.327000	45 40 25 31 37 38 31 40 35 34 
0.328000	29 32 52 50 41 33 34 23 51 42 
0.329000	66 39 35 46 45 34 37 44 48 44 
0.330000	45 36 48 30 37 42 35 40 33 32 
0.331000	40 36 52 49 34 41 33 34 31 26 
0.332000	44 33 44 31 58 32 39 42 42 25 
0.333000	47 30 38 39 42 42 41 44 44 39 
0.334000	41 43 31 42 41 50 33 45 58 43 
0.335000	37 33 59 36 63 29 45 44 46 28 
0.336000	34 38 37 52 40 34 29 47 42 63 
0.337000	36 37 36 36 33 40 46 39 37 29 
0.338000	37 34 42 36 47 45 29 37 43 41 
0.339000	47 31 55 42 36 43 42 36 42 37 
0.339999	38 36 54 35 37 40 47 40 51 35 
0.340999	35 33 30 49 37 45 43 32 32 50 
0.341999	37 52 37 50 61 41 35 46 40 32 
0.342999	47 42 41 52 59 38 40 49 44 35 
0.343999	44 35 31 34 30 40 35 39 40 40 
0.344999	25 44 47 42 44 55 34 49 40 29 
0.345999	51 44 41 43 54 37 43 40 53 23 
0.346999	35 40 35 32 37 36 57 46 56 29 
0.347999	28 40 64 66 32 33 40 43 27 55 
0.348999	47 48 43 40 35 39 44 36 44 45 
0.349999	46 35 53 49 36 28 39 41 34 67 
0.350999	40 28 35 46 42 47 41 39 40 54 
0.351999	42 46 41 57 32 43 37 41 47 38 
0.352999	36 34 38 37 31 47 45 38 29 56 
0.353999	32 45 39 59 47 54 35 33 52 39 
0.354999	53 47 27 32 54 47 54 24 34 40 
0.355999	67 33 46 59 44 46 31 36 35 53 
0.356999	57 44 40 44 23 46 41 56 43 50 
0.357999	52 39 56 41 44 60 57 77 45 40 
0.358999	56 38 31 36 51 56 42 35 31 38 
0.359999	42 66 47 41 65 39 56 45 41 32 
0.360999	56 31 42 28 54 54 34 36 44 40 
0.361999	41 45 43 37 61 36 61 42 48 67 
0.362999	33 59 69 42 35 49 44 38 50 44 
0.363999	44 27 47 54 28 45 44 56 39 51 
0.364999	38 66 44 42 44 42 33 40 51 42 
0.365999	41 42 38 51 50 48 48 60 39 43 
0.366999	41 47 42 46 50 35 40 38 67 29 
0.367999	56 42 46 40 44 61 56 49 36 52 
0.368999	52 44 43 50 40 32 61 37 39 40 
0.369999	53 49 31 42 35 27 48 40 80 38 
0.370999	47 48 39 53 39 52 60 49 58 37 
0.371999	41 32 59 67 33 34 61 50 36 40 
0.372999	40 60 42 46 60 47 30 41 39 53 
0.373999	38 65 47 40 51 37 37 61 48 61 
0.374999	36 32 50 53 34 54 32 48 43 40 
0.375999	47 53 39 58 53 42 41 46 38 40 
0.376999	56 50 41 40 49 32 60 34 72 48 
0.377999	50 52 39 39 36 61 72 53 44 43 
0.378999	38 43 49 51 44 83 40 53 45 44 
0.379999	58 47 58 48 56 34 41 50 41 31 
0.380999	33 47 40 66 52 51 58 42 40 61 
0.381999	40 52 62 56 75 54 37 25 59 34 
0.382999	50 53 35 48 81 58 34 44 36 87 
0.383999	36 41 39 38 51 30 32 49 50 30 
0.384999	48 49 43 49 53 38 47 49 48 33 
0.385999	34 50 53 36 39 41 85 36 47 34 
0.386999	41 52 52 33 56 39 52 35 42 48 
0.387999	49 53 38 53 47 44 38 51 43 53 
0.388999	65 44 40 64 63 68 71 28 44 54 
0.389999	28 46 46 80 72 45 41 52 44 43 
0.390999	39 47 42 46 52 44 50 42 27 50 
0.391999	53 44 56 48 59 55 40 71 48 62 
0.392999	47 65 42 58 46 60 36 37 50 36 
0.393999	55 73 52 33 38 49 40 41 68 40 
0.394999	30 42 31 69 29 44 52 44 39 51 
0.395999	68 56 44 52 49 66 57 47 42 41 
0.396999	53 27 42 66 47 54 44 60 52 44 
0.397999	39 74 55 31 68 57 41 48 51 35 
0.398999	37 33 41 43 29 38 29 64 44 46 
0.399999	54 62 60 43 72 46 47 53 53 84 
0.400999	69 74 55 29 55 37 55 54 41 42 
0.401999	43 39 38 49 53 75 38 50 48 48 
0.402999	42 40 47 51 50 59 77 54 53 42 
0.403999	51 60 44 30 49 51 69 53 47 49 
0.404999	56 61 66 54 64 43 46 50 80 77 
0.405999	55 43 67 54 52 52 57 46 74 74 
0.406999	54 47 40 47 43 55 59 67 40 72 
0.407999	44 29 49 36 61 61 56 62 65 52 
0.408999	31 47 42 40 72 90 42 69 62 45 
0.409999	68 35 79 67 41 56 46 66 43 49 
0.410999	45 54 75 53 44 51 82 39 45 43 
0.411999	53 64 66 48 45 36 46 58 54 64 
0.412999	35 54 52 30 48 56 46 56 54 44 
0.413999	37 58 47 37 43 47 47 54 37 44 
0.414999	76 43 60 35 46 46 60 67 57 56 
0.415999	68 42 39 45 43 41 47 73 46 59 
0.416999	71 45 76 45 44 66 58 70 39 67 
0.417998	55 52 64 51 62 52 56 55 67 38 
0.418998	56 48 44 49 53 72 44 59 58 48 
0.419998	53 44 48 59 54 69 48 55 72 41 
0.420998	58 52 87 47 77 55 52 36 40 48 
0.421998	39 78 101 58 60 44 36 55 40 33 
0.422998	81 56 56 45 46 37 39 31 45 59 
0.423998	56 43 48 40 49 71 35 50 49 63 
0.424998	62 80 43 47 48 36 75 44 78 40 
0.425998	67 43 31 49 34 69 36 53 78 47 
0.426998	52 36 47 90 46 75 52 56 52 52 
0.427998	37 42 63 47 31 47 61 44 39 37 
0.428998	70 72 84 49 53 51 56 51 62 39 
0.429998	68 45 65 92 59 61 70 50 54 47 
0.430998	61 51 38 78 72 60 59 60 46 34 
0.431998	32 52 60 42 65 60 38 63 54 36 
0.432998	89 42 39 55 41 55 99 71 71 75 
0.433998	41 34 56 37 68 76 40 62 54 41 
0.434998	51 55 48 54 75 66 70 60 50 45 
0.435998	42 46 84 85 63 53 78 49 35 83 
0.436998	86 39 73 45 47 82 53 63 69 42 
0.437998	59 58 43 39 47 77 41 104 51 64 
0.438998	63 63 43 77 44 62 74 70 95 40 
0.439998	61 89 63 56 40 72 64 103 71 55 
0.440998	53 45 43 55 50 54 49 97 79 67 
0.441998	65 50 55 85 56 75 47 72 61 56 
0.442998	34 40 61 47 62 58 55 44 51 38 
0.443998	44 43 55 52 87 46 72 78 67 66 
0.444998	70 46 60 57 46 39 70 36 50 94 
0.445998	77 76 77 65 45 93 54 60 49 82 
0.446998	48 56 44 63 83 57 48 74 60 45 
0.447998	39 67 50 49 59 53 52 89 53 67 
0.448998	48 73 58 82 41 54 56 59 73 39 
0.449998	71 48 66 56 49 64 38 41 45 41 
0.450998	59 68 65 56 61 51 60 66 79 69 
0.451998	49 63 49 50 63 56 57 106 42 63 
0.452998	71 71 67 66 48 68 61 48 43 79 
0.453998	65 36 79 77 59 59 56 40 55 46 
0.454998	75 74 88 43 33 65 57 69 52 84 
0.455998	47 45 90 54 54 62 44 55 48 57 
0.456998	53 56 84 61 91 45 74 61 92 71 
0.457998	101 42 77 83 73 69 63 42 74 75 
0.458998	79 41 44 88 33 64 61 69 65 47 
0.459998	65 81 51 48 57 64 57 54 64 81 
0.460998	68 67 56 51 48 72 60 58 66 66 
0.461998	58 51 61 73 83 78 29 96 72 70 
0.462998	38 93 58 62 53 89 52 41 71 62 
0.463998	68 75 63 76 81 88 49 44 76 87 
0.464998	52 51 42 111 62 71 78 70 38 40 
0.465998	45 81 51 61 45 61 41 52 85 80 
0.466998	91 49 91 64 64 42 51 83 64 64 
0.467998	84 94 54 72 57 89 68 73 66 55 
0.468998	80 83 53 56 67 76 112 65 70 36 
0.469998	72 65 79 72 54 92 90 87 55 51 
0.470998	77 79 61 89 68 120 60 60 33 44 
0.471998	49 62 66 72 70 35 69 66 84 53 
0.472998	84 47 43 104 85 64 85 57 57 54 
0.473998	61 68 62 115 60 60 67 76 63 55 
0.474998	80 88 71 42 68 80 103 60 77 40 
0.475998	86 96 67 73 76 57 73 67 60 53 
0.476998	98 63 83 42 46 64 62 61 104 81 
0.477998	54 53 69 66 53 83 61 58 58 80 
0.478998	89 69 78 85 64 52 83 74 70 66 
0.479998	76 77 64 87 88 76 63 63 81 84 
0.480998	90 63 44 58 57 46 74 60 79 55 
0.481998	55 121 92 80 66 89 87 45 80 68 
0.482998	88 76 82 62 58 94 33 76 64 63 
0.483998	104 76 78 72 53 45 53 52 127 74 
0.484998	123 60 59 55 94 63 92 58 70 80 
0.485998	60 50 83 72 65 39 62 64 88 73 
0.486998	75 66 62 97 82 84 74 48 46 86 
0.487998	55 34 49 125 64 47 64 47 73 65 
0.488998	60 55 84 80 61 69 46 69 105 44 
0.489998	112 68 68 119 64 66 54 58 48 111 
0.490998	46 89 71 78 70 45 59 136 83 102 
0.491998	92 66 58 100 31 54 71 76 47 96 
0.492998	83 57 59 64 79 57 117 107 65 115 
0.493998	67 64 60 71 89 75 70 91 46 53 
0.494998	95 115 51 88 70 57 57 110 99 78 
0.495997	77 47 65 64 91 91 45 47 52 70 
0.496997	103 95 67 48 94 89 100 80 102 85 
0.497997	38 80 63 79 85 72 87 78 64 37 
0.498997	93 68 48 66 64 81 55 75 68 91 
0.499997	52 73 87 57 82 61 74 87 102 66 
